2023-09-02 21:15:00,1.00000,2.00000,3.00000,4.00000,-1.0
2023-09-02 21:16:00,1.00001,2.00001,3.00001,4.00001,-1.0
2023-09-02 21:17:00,1.00002,2.00002,3.00002,4.00002,-1.0
2023-09-02 21:18:00,1.00003,2.00003,3.00003,4.00003,-1.0
2023-09-02 21:19:00,1.00004,2.00004,3.00004,4.00004,-1.0
2023-09-02 21:20:00,1.00005,2.00005,3.00005,4.00005,-1.0
2023-09-02 21:21:00,1.00006,2.00006,3.00006,4.00006,-1.0
2023-09-02 21:22:00,1.00007,2.00007,3.00007,4.00007,-1.0
2023-09-02 21:23:00,1.00008,2.00008,3.00008,4.00008,-1.0
2023-09-02 21:24:00,1.00009,2.00009,3.00009,4.00009,-1.0
2023-09-02 21:25:00,1.00010,2.00010,3.00010,4.00010,-1.0
2023-09-02 21:26:00,1.00011,2.00011,3.00011,4.00011,-1.0
2023-09-02 21:27:00,1.00012,2.00012,3.00012,4.00012,-1.0
2023-09-02 21:28:00,1.00013,2.00013,3.00013,4.00013,-1.0
2023-09-02 21:29:00,1.00014,2.00014,3.00014,4.00014,-1.0
2023-09-02 21:30:00,1.00015,2.00015,3.00015,4.00015,-1.0
2023-09-02 21:31:00,1.00016,2.00016,3.00016,4.00016,-1.0
2023-09-02 21:32:00,1.00017,2.00017,3.00017,4.00017,-1.0
2023-09-02 21:33:00,1.00018,2.00018,3.00018,4.00018,-1.0
2023-09-02 21:34:00,1.00019,2.00019,3.00019,4.00019,-1.0
2023-09-02 21:35:00,1.00020,2.00020,3.00020,4.00020,-1.0
2023-09-02 21:36:00,1.00021,2.00021,3.00021,4.00021,-1.0
2023-09-02 21:37:00,1.00022,2.00022,3.00022,4.00022,-1.0
2023-09-02 21:38:00,1.00023,2.00023,3.00023,4.00023,-1.0
2023-09-02 21:39:00,1.00024,2.00024,3.00024,4.00024,-1.0
2023-09-02 21:40:00,1.00025,2.00025,3.00025,4.00025,-1.0
2023-09-02 21:41:00,1.00026,2.00026,3.00026,4.00026,-1.0
2023-09-02 21:42:00,1.00027,2.00027,3.00027,4.00027,-1.0
2023-09-02 21:43:00,1.00028,2.00028,3.00028,4.00028,-1.0
2023-09-02 21:44:00,1.00029,2.00029,3.00029,4.00029,-1.0
2023-09-02 21:45:00,1.00030,2.00030,3.00030,4.00030,-1.0
2023-09-02 21:46:00,1.00031,2.00031,3.00031,4.00031,-1.0
2023-09-02 21:47:00,1.00032,2.00032,3.00032,4.00032,-1.0
2023-09-02 21:48:00,1.00033,2.00033,3.00033,4.00033,-1.0
2023-09-02 21:49:00,1.00034,2.00034,3.00034,4.00034,-1.0
2023-09-02 21:50:00,1.00035,2.00035,3.00035,4.00035,-1.0
2023-09-02 21:51:00,1.00036,2.00036,3.00036,4.00036,-1.0
2023-09-02 21:52:00,1.00037,2.00037,3.00037,4.00037,-1.0
2023-09-02 21:53:00,1.00038,2.00038,3.00038,4.00038,-1.0
2023-09-02 21:54:00,1.00039,2.00039,3.00039,4.00039,-1.0
2023-09-02 21:55:00,1.00040,2.00040,3.00040,4.00040,-1.0
2023-09-02 21:56:00,1.00041,2.00041,3.00041,4.00041,-1.0
2023-09-02 21:57:00,1.00042,2.00042,3.00042,4.00042,-1.0
2023-09-02 21:58:00,1.00043,2.00043,3.00043,4.00043,-1.0
2023-09-02 21:59:00,1.00044,2.00044,3.00044,4.00044,-1.0
2023-09-02 22:00:00,1.00045,2.00045,3.00045,4.00045,-1.0
2023-09-02 22:01:00,1.00046,2.00046,3.00046,4.00046,-1.0
2023-09-02 22:02:00,1.00047,2.00047,3.00047,4.00047,-1.0
2023-09-02 22:03:00,1.00048,2.00048,3.00048,4.00048,-1.0
2023-09-02 22:04:00,1.00049,2.00049,3.00049,4.00049,-1.0
2023-09-02 22:05:00,1.00050,2.00050,3.00050,4.00050,-1.0
2023-09-02 22:06:00,1.00051,2.00051,3.00051,4.00051,-1.0
2023-09-02 22:07:00,1.00052,2.00052,3.00052,4.00052,-1.0
2023-09-02 22:08:00,1.00053,2.00053,3.00053,4.00053,-1.0
2023-09-02 22:09:00,1.00054,2.00054,3.00054,4.00054,-1.0
2023-09-02 22:10:00,1.00055,2.00055,3.00055,4.00055,-1.0
2023-09-02 22:11:00,1.00056,2.00056,3.00056,4.00056,-1.0
2023-09-02 22:12:00,1.00057,2.00057,3.00057,4.00057,-1.0
2023-09-02 22:13:00,1.00058,2.00058,3.00058,4.00058,-1.0
2023-09-02 22:14:00,1.00059,2.00059,3.00059,4.00059,-1.0
2023-09-02 22:15:00,1.00060,2.00060,3.00060,4.00060,-1.0
2023-09-02 22:16:00,1.00061,2.00061,3.00061,4.00061,-1.0
2023-09-02 22:17:00,1.00062,2.00062,3.00062,4.00062,-1.0
2023-09-02 22:18:00,1.00063,2.00063,3.00063,4.00063,-1.0
2023-09-02 22:19:00,1.00064,2.00064,3.00064,4.00064,-1.0
2023-09-02 22:20:00,1.00065,2.00065,3.00065,4.00065,-1.0
2023-09-02 22:21:00,1.00066,2.00066,3.00066,4.00066,-1.0
2023-09-02 22:22:00,1.00067,2.00067,3.00067,4.00067,-1.0
2023-09-02 22:23:00,1.00068,2.00068,3.00068,4.00068,-1.0
2023-09-02 22:24:00,1.00069,2.00069,3.00069,4.00069,-1.0
2023-09-02 22:25:00,1.00070,2.00070,3.00070,4.00070,-1.0
2023-09-02 22:26:00,1.00071,2.00071,3.00071,4.00071,-1.0
2023-09-02 22:27:00,1.00072,2.00072,3.00072,4.00072,-1.0
2023-09-02 22:28:00,1.00073,2.00073,3.00073,4.00073,-1.0
2023-09-02 22:29:00,1.00074,2.00074,3.00074,4.00074,-1.0
2023-09-02 22:30:00,1.00075,2.00075,3.00075,4.00075,-1.0
2023-09-02 22:31:00,1.00076,2.00076,3.00076,4.00076,-1.0
2023-09-02 22:32:00,1.00077,2.00077,3.00077,4.00077,-1.0
2023-09-02 22:33:00,1.00078,2.00078,3.00078,4.00078,-1.0
2023-09-02 22:34:00,1.00079,2.00079,3.00079,4.00079,-1.0
2023-09-02 22:35:00,1.00080,2.00080,3.00080,4.00080,-1.0
2023-09-02 22:36:00,1.00081,2.00081,3.00081,4.00081,-1.0
2023-09-02 22:37:00,1.00082,2.00082,3.00082,4.00082,-1.0
2023-09-02 22:38:00,1.00083,2.00083,3.00083,4.00083,-1.0
2023-09-02 22:39:00,1.00084,2.00084,3.00084,4.00084,-1.0
2023-09-02 22:40:00,1.00085,2.00085,3.00085,4.00085,-1.0
2023-09-02 22:41:00,1.00086,2.00086,3.00086,4.00086,-1.0
2023-09-02 22:42:00,1.00087,2.00087,3.00087,4.00087,-1.0
2023-09-02 22:43:00,1.00088,2.00088,3.00088,4.00088,-1.0
2023-09-02 22:44:00,1.00089,2.00089,3.00089,4.00089,-1.0
2023-09-02 22:45:00,1.00090,2.00090,3.00090,4.00090,-1.0
2023-09-02 22:46:00,1.00091,2.00091,3.00091,4.00091,-1.0
2023-09-02 22:47:00,1.00092,2.00092,3.00092,4.00092,-1.0
2023-09-02 22:48:00,1.00093,2.00093,3.00093,4.00093,-1.0
2023-09-02 22:49:00,1.00094,2.00094,3.00094,4.00094,-1.0
2023-09-02 22:50:00,1.00095,2.00095,3.00095,4.00095,-1.0
2023-09-02 22:51:00,1.00096,2.00096,3.00096,4.00096,-1.0
2023-09-02 22:52:00,1.00097,2.00097,3.00097,4.00097,-1.0
2023-09-02 22:53:00,1.00098,2.00098,3.00098,4.00098,-1.0
2023-09-02 22:54:00,1.00099,2.00099,3.00099,4.00099,-1.0
2023-09-02 22:55:00,1.00100,2.00100,3.00100,4.00100,-1.0
2023-09-02 22:56:00,1.00101,2.00101,3.00101,4.00101,-1.0
2023-09-02 22:57:00,1.00102,2.00102,3.00102,4.00102,-1.0
2023-09-02 22:58:00,1.00103,2.00103,3.00103,4.00103,-1.0
2023-09-02 22:59:00,1.00104,2.00104,3.00104,4.00104,-1.0
2023-09-02 23:00:00,1.00105,2.00105,3.00105,4.00105,-1.0
2023-09-02 23:01:00,1.00106,2.00106,3.00106,4.00106,-1.0
2023-09-02 23:02:00,1.00107,2.00107,3.00107,4.00107,-1.0
2023-09-02 23:03:00,1.00108,2.00108,3.00108,4.00108,-1.0
2023-09-02 23:04:00,1.00109,2.00109,3.00109,4.00109,-1.0
2023-09-02 23:05:00,1.00110,2.00110,3.00110,4.00110,-1.0
2023-09-02 23:06:00,1.00111,2.00111,3.00111,4.00111,-1.0
2023-09-02 23:07:00,1.00112,2.00112,3.00112,4.00112,-1.0
2023-09-02 23:08:00,1.00113,2.00113,3.00113,4.00113,-1.0
2023-09-02 23:09:00,1.00114,2.00114,3.00114,4.00114,-1.0
2023-09-02 23:10:00,1.00115,2.00115,3.00115,4.00115,-1.0
2023-09-02 23:11:00,1.00116,2.00116,3.00116,4.00116,-1.0
2023-09-02 23:12:00,1.00117,2.00117,3.00117,4.00117,-1.0
2023-09-02 23:13:00,1.00118,2.00118,3.00118,4.00118,-1.0
2023-09-02 23:14:00,1.00119,2.00119,3.00119,4.00119,-1.0
2023-09-02 23:15:00,1.00120,2.00120,3.00120,4.00120,-1.0
2023-09-02 23:16:00,1.00121,2.00121,3.00121,4.00121,-1.0
2023-09-02 23:17:00,1.00122,2.00122,3.00122,4.00122,-1.0
2023-09-02 23:18:00,1.00123,2.00123,3.00123,4.00123,-1.0
2023-09-02 23:19:00,1.00124,2.00124,3.00124,4.00124,-1.0
2023-09-02 23:20:00,1.00125,2.00125,3.00125,4.00125,-1.0
2023-09-02 23:21:00,1.00126,2.00126,3.00126,4.00126,-1.0
2023-09-02 23:22:00,1.00127,2.00127,3.00127,4.00127,-1.0
2023-09-02 23:23:00,1.00128,2.00128,3.00128,4.00128,-1.0
2023-09-02 23:24:00,1.00129,2.00129,3.00129,4.00129,-1.0
2023-09-02 23:25:00,1.00130,2.00130,3.00130,4.00130,-1.0
2023-09-02 23:26:00,1.00131,2.00131,3.00131,4.00131,-1.0
2023-09-02 23:27:00,1.00132,2.00132,3.00132,4.00132,-1.0
2023-09-02 23:28:00,1.00133,2.00133,3.00133,4.00133,-1.0
2023-09-02 23:29:00,1.00134,2.00134,3.00134,4.00134,-1.0
2023-09-02 23:30:00,1.00135,2.00135,3.00135,4.00135,-1.0
2023-09-02 23:31:00,1.00136,2.00136,3.00136,4.00136,-1.0
2023-09-02 23:32:00,1.00137,2.00137,3.00137,4.00137,-1.0
2023-09-02 23:33:00,1.00138,2.00138,3.00138,4.00138,-1.0
2023-09-02 23:34:00,1.00139,2.00139,3.00139,4.00139,-1.0
2023-09-02 23:35:00,1.00140,2.00140,3.00140,4.00140,-1.0
2023-09-02 23:36:00,1.00141,2.00141,3.00141,4.00141,-1.0
2023-09-02 23:37:00,1.00142,2.00142,3.00142,4.00142,-1.0
2023-09-02 23:38:00,1.00143,2.00143,3.00143,4.00143,-1.0
2023-09-02 23:39:00,1.00144,2.00144,3.00144,4.00144,-1.0
2023-09-02 23:40:00,1.00145,2.00145,3.00145,4.00145,-1.0
2023-09-02 23:41:00,1.00146,2.00146,3.00146,4.00146,-1.0
2023-09-02 23:42:00,1.00147,2.00147,3.00147,4.00147,-1.0
2023-09-02 23:43:00,1.00148,2.00148,3.00148,4.00148,-1.0
2023-09-02 23:44:00,1.00149,2.00149,3.00149,4.00149,-1.0
2023-09-02 23:45:00,1.00150,2.00150,3.00150,4.00150,-1.0
2023-09-02 23:46:00,1.00151,2.00151,3.00151,4.00151,-1.0
2023-09-02 23:47:00,1.00152,2.00152,3.00152,4.00152,-1.0
2023-09-02 23:48:00,1.00153,2.00153,3.00153,4.00153,-1.0
2023-09-02 23:49:00,1.00154,2.00154,3.00154,4.00154,-1.0
2023-09-02 23:50:00,1.00155,2.00155,3.00155,4.00155,-1.0
2023-09-02 23:51:00,1.00156,2.00156,3.00156,4.00156,-1.0
2023-09-02 23:52:00,1.00157,2.00157,3.00157,4.00157,-1.0
2023-09-02 23:53:00,1.00158,2.00158,3.00158,4.00158,-1.0
2023-09-02 23:54:00,1.00159,2.00159,3.00159,4.00159,-1.0
2023-09-02 23:55:00,1.00160,2.00160,3.00160,4.00160,-1.0
2023-09-02 23:56:00,1.00161,2.00161,3.00161,4.00161,-1.0
2023-09-02 23:57:00,1.00162,2.00162,3.00162,4.00162,-1.0
2023-09-02 23:58:00,1.00163,2.00163,3.00163,4.00163,-1.0
2023-09-02 23:59:00,1.00164,2.00164,3.00164,4.00164,-1.0
