2025.08.27,22:08,1.16404,1.16404,1.16404,1.16404,0
2025.08.27,22:09,1.16404,1.16404,1.16390,1.16390,0
2025.08.27,22:10,1.16383,1.16387,1.16382,1.16387,0
2025.08.27,22:11,1.16387,1.16393,1.16383,1.16386,0
2025.08.27,22:12,1.16386,1.16390,1.16386,1.16390,0
2025.08.27,22:13,1.16396,1.16396,1.16387,1.16387,0
2025.08.27,22:14,1.16387,1.16389,1.16386,1.16389,0
2025.08.27,22:15,1.16389,1.16392,1.16389,1.16392,0
2025.08.27,22:16,1.16392,1.16396,1.16392,1.16393,0
2025.08.27,22:17,1.16393,1.16396,1.16390,1.16393,0
2025.08.27,22:18,1.16393,1.16393,1.16389,1.16390,0
2025.08.27,22:19,1.16393,1.16394,1.16390,1.16390,0
2025.08.27,22:20,1.16390,1.16394,1.16390,1.16393,0
2025.08.27,22:21,1.16395,1.16398,1.16392,1.16392,0
2025.08.27,22:22,1.16396,1.16401,1.16396,1.16399,0
2025.08.27,22:23,1.16399,1.16399,1.16395,1.16395,0
2025.08.27,22:24,1.16395,1.16396,1.16393,1.16396,0
2025.08.27,22:25,1.16396,1.16396,1.16394,1.16394,0
2025.08.27,22:26,1.16394,1.16395,1.16394,1.16394,0
2025.08.27,22:27,1.16395,1.16396,1.16393,1.16395,0
2025.08.27,22:28,1.16396,1.16402,1.16396,1.16401,0
2025.08.27,22:29,1.16402,1.16405,1.16402,1.16404,0
2025.08.27,22:30,1.16404,1.16405,1.16404,1.16404,0
2025.08.27,22:31,1.16404,1.16421,1.16403,1.16419,0
2025.08.27,22:32,1.16419,1.16420,1.16412,1.16416,0
2025.08.27,22:33,1.16415,1.16426,1.16414,1.16424,0
2025.08.27,22:34,1.16424,1.16431,1.16424,1.16430,0
2025.08.27,22:35,1.16431,1.16431,1.16429,1.16430,0
2025.08.27,22:36,1.16430,1.16439,1.16430,1.16435,0
2025.08.27,22:37,1.16434,1.16435,1.16433,1.16434,0
2025.08.27,22:38,1.16435,1.16436,1.16434,1.16434,0
2025.08.27,22:39,1.16434,1.16439,1.16434,1.16438,0
2025.08.27,22:40,1.16438,1.16439,1.16438,1.16439,0
2025.08.27,22:41,1.16439,1.16439,1.16429,1.16431,0
2025.08.27,22:42,1.16431,1.16431,1.16428,1.16428,0
2025.08.27,22:43,1.16428,1.16428,1.16423,1.16423,0
2025.08.27,22:44,1.16423,1.16427,1.16423,1.16427,0
2025.08.27,22:45,1.16427,1.16428,1.16426,1.16426,0
2025.08.27,22:46,1.16426,1.16429,1.16423,1.16423,0
2025.08.27,22:47,1.16424,1.16424,1.16422,1.16423,0
2025.08.27,22:48,1.16422,1.16424,1.16419,1.16420,0
2025.08.27,22:49,1.16420,1.16420,1.16413,1.16413,0
2025.08.27,22:50,1.16414,1.16422,1.16407,1.16421,0
2025.08.27,22:51,1.16423,1.16424,1.16422,1.16424,0
2025.08.27,22:52,1.16424,1.16424,1.16423,1.16423,0
2025.08.27,22:53,1.16423,1.16423,1.16422,1.16422,0
2025.08.27,22:54,1.16422,1.16423,1.16421,1.16423,0
2025.08.27,22:55,1.16422,1.16430,1.16422,1.16424,0
2025.08.27,22:56,1.16424,1.16424,1.16423,1.16423,0
2025.08.27,22:57,1.16424,1.16424,1.16422,1.16422,0
2025.08.27,22:58,1.16422,1.16432,1.16422,1.16432,0
2025.08.27,22:59,1.16432,1.16436,1.16431,1.16434,0
2025.08.27,23:00,1.16435,1.16436,1.16434,1.16434,0
2025.08.27,23:01,1.16438,1.16438,1.16434,1.16434,0
2025.08.27,23:02,1.16434,1.16434,1.16426,1.16430,0
2025.08.27,23:03,1.16438,1.16440,1.16437,1.16438,0
2025.08.27,23:04,1.16438,1.16443,1.16437,1.16438,0
2025.08.27,23:05,1.16435,1.16440,1.16433,1.16436,0
2025.08.27,23:06,1.16436,1.16438,1.16436,1.16437,0
2025.08.27,23:07,1.16437,1.16445,1.16436,1.16444,0
2025.08.27,23:08,1.16444,1.16444,1.16437,1.16437,0
2025.08.27,23:09,1.16436,1.16436,1.16430,1.16430,0
2025.08.27,23:10,1.16430,1.16437,1.16430,1.16437,0
2025.08.27,23:11,1.16437,1.16438,1.16437,1.16438,0
2025.08.27,23:12,1.16438,1.16438,1.16436,1.16436,0
2025.08.27,23:13,1.16436,1.16436,1.16435,1.16435,0
2025.08.27,23:14,1.16435,1.16439,1.16433,1.16437,0
2025.08.27,23:15,1.16437,1.16437,1.16434,1.16437,0
2025.08.27,23:16,1.16436,1.16443,1.16436,1.16442,0
2025.08.27,23:17,1.16443,1.16445,1.16441,1.16445,0
2025.08.27,23:18,1.16445,1.16445,1.16439,1.16439,0
2025.08.27,23:19,1.16439,1.16439,1.16426,1.16427,0
2025.08.27,23:20,1.16427,1.16436,1.16427,1.16436,0
2025.08.27,23:21,1.16435,1.16435,1.16429,1.16431,0
2025.08.27,23:22,1.16431,1.16434,1.16431,1.16433,0
2025.08.27,23:23,1.16434,1.16434,1.16432,1.16433,0
2025.08.27,23:24,1.16434,1.16435,1.16433,1.16433,0
2025.08.27,23:25,1.16434,1.16434,1.16432,1.16432,0
2025.08.27,23:26,1.16433,1.16433,1.16431,1.16432,0
2025.08.27,23:27,1.16432,1.16436,1.16432,1.16435,0
2025.08.27,23:28,1.16435,1.16442,1.16434,1.16441,0
